id,month_year,region,site_name,work_site_status,kpi_source,lob,kpi_name_w_subtypes,numerator,denominator,kpi_value,goal,kpi_attainment,goal_type,kpi_unit_of_measure,kpi_attainment_v2,kpi_value_vs_goal,kpi_value2,kpi_value_2,month,year
378,2023APR,SEA,PHL - Antipolo - Lizzy's Watchtower,Current WFH,Frontier PDO,CCS Redaction,Accuracy,"6,948.40","6,950.00",1.0,0.9,1.0,higher is better,%,1,0.1,1.00,1.00,4,2023
379,2023JAN,SEA,PHL - Antipolo - Lizzy's Watchtower,Current WFH,Frontier PDO,CCS Redaction,Average Handle Time,"869,304.70","64,991.00",0.13,0.2,1.0,lower is better,.,1,6.62,13.38,13.38,1,2023
380,2023FEB,SEA,PHL - Antipolo - Lizzy's Watchtower,Current WFH,Frontier PDO,CCS Redaction,Average Handle Time,"162,749.47","9,749.00",0.17,0.2,1.0,lower is better,.,1,3.31,16.69,16.69,2,2023
381,2023MAR,SEA,PHL - Antipolo - Lizzy's Watchtower,Current WFH,Frontier PDO,CCS Redaction,Average Handle Time,"378,701.46","32,436.00",0.12,0.2,1.0,lower is better,.,1,8.32,11.68,11.68,3,2023
382,2023APR,SEA,PHL - Antipolo - Lizzy's Watchtower,Current WFH,Frontier PDO,CCS Redaction,Average Handle Time,"77,248.41","6,277.00",0.12,0.2,1.0,lower is better,.,1,7.69,12.31,12.31,4,2023
383,2023MAY,SEA,PHL - Antipolo - Lizzy's Watchtower,Current WFH,Frontier PDO,CCS Redaction,Average Handle Time,"12,171.45","1,128.00",0.11,0.2,1.0,lower is better,.,1,9.21,10.79,10.79,5,2023
384,2023JAN,NAM,USA - San Antonio - Lizzy's Clubhouse,Current WFH,Frontier PDO,Civic Actors,Accuracy,"1,159.00","1,341.00",0.86,0.85,1.0,higher is better,%,1,0.01,0.86,0.86,1,2023
385,2023FEB,NAM,USA - San Antonio - Lizzy's Clubhouse,Current WFH,Frontier PDO,Civic Actors,Accuracy,209.00,246.00,0.85,0.85,0.0,higher is better,%,0,-0.0,0.85,0.85,2,2023
386,2023MAR,NAM,USA - San Antonio - Lizzy's Clubhouse,Current WFH,Frontier PDO,Civic Actors,Accuracy,"1,770.00","2,066.00",0.86,0.85,1.0,higher is better,%,1,0.01,0.86,0.86,3,2023
387,2023MAR,NAM,USA - San Antonio - Lizzy's Toy Emporium,Current WFH,Frontier PDO,Civic Actors,Accuracy,68.00,76.00,0.89,0.85,1.0,higher is better,%,1,0.04,0.89,0.89,3,2023
388,2023APR,NAM,USA - San Antonio - Cirrus,Current WFH,Frontier PDO,Civic Actors,Accuracy,517.00,562.00,0.92,0.85,1.0,higher is better,%,1,0.07,0.92,0.92,4,2023
389,2023JAN,NAM,USA - San Antonio - Lizzy's Clubhouse,Current WFH,Frontier PDO,Civic Actors,Average Handle Time,"5,950,117.61","23,830.00",2.5,1.9,0.0,lower is better,.,0,-59.69,249.69,249.69,1,2023
390,2023JAN,SEA,PHL - Antipolo - Lizzy's Watchtower,Current WFH,Frontier PDO,Climate Classification,Accuracy,"6,449.00","6,449.00",1.0,0.9,1.0,higher is better,%,1,0.1,1.00,1.00,1,2023
391,2023JAN,SEA,PHL - Antipolo - Lizzy's Watchtower,Onsite,Frontier PDO,Climate Classification,Accuracy,78.00,78.00,1.0,0.9,1.0,higher is better,%,1,0.1,1.00,1.00,1,2023
392,2023FEB,SEA,PHL - Antipolo - Lizzy's Watchtower,Current WFH,Frontier PDO,Climate Classification,Accuracy,"4,489.00","4,489.00",1.0,0.9,1.0,higher is better,%,1,0.1,1.00,1.00,2,2023
393,2023FEB,SEA,PHL - Antipolo - Lizzy's Watchtower,Onsite,Frontier PDO,Crisis Response,Accuracy,370.00,379.00,0.98,0.9,1.0,higher is better,%,1,0.08,0.98,0.98,2,2023
394,2023MAR,SEA,PHL - Antipolo - Lizzy's Watchtower,Current WFH,Frontier PDO,Climate Classification,Accuracy,"10,940.00","11,366.00",0.96,0.9,1.0,higher is better,%,1,0.06,0.96,0.96,3,2023
395,2023MAR,SEA,PHL - Antipolo - Lizzy's Watchtower,Onsite,Frontier PDO,Climate Classification,Accuracy,38.00,38.00,1.0,0.9,1.0,higher is better,%,1,0.1,1.00,1.00,3,2023
396,2023APR,SEA,PHL - Antipolo - Lizzy's Watchtower,Current WFH,Frontier PDO,Climate Classification,Accuracy,"3,616.00","3,749.00",0.96,0.9,1.0,higher is better,%,1,0.06,0.96,0.96,4,2023
397,2023APR,SEA,PHL - Antipolo - Lizzy's Watchtower,Onsite,Frontier PDO,Climate Classification,Accuracy,2.00,2.00,1.0,0.9,1.0,higher is better,%,1,0.1,1.00,1.00,4,2023
398,2023MAY,SEA,PHL - Antipolo - Lizzy's Watchtower,Current WFH,Frontier PDO,Climate Classification,Accuracy,929.00,952.00,0.98,0.9,1.0,higher is better,%,1,0.08,0.98,0.98,5,2023
399,2023MAY,SEA,PHL - Antipolo - Lizzy's Watchtower,Onsite,Frontier PDO,Climate Classification,Accuracy,5.00,5.00,1.0,0.9,1.0,higher is better,%,1,0.1,1.00,1.00,5,2023
400,2023JAN,SEA,PHL - Antipolo - Lizzy's Watchtower,Current WFH,Frontier PDO,Climate Classification,Average Handle Time,"5,595,872.87","106,719.00",0.52,0.9,1.0,lower is better,.,1,37.56,52.44,52.44,1,2023
401,2023JAN,SEA,PHL - Antipolo - Lizzy's Watchtower,Onsite,Frontier PDO,Climate Classification,Average Handle Time,"156,590.84","2,988.00",0.52,0.9,1.0,lower is better,.,1,37.59,52.41,52.41,1,2023
402,2023FEB,SEA,PHL - Antipolo - Lizzy's Watchtower,Current WFH,Frontier PDO,Climate Classification,Average Handle Time,"4,821,839.95","48,232.00",1.0,0.9,0.0,lower is better,.,0,-9.97,99.97,99.97,2,2023
403,2023MAR,SEA,PHL - Antipolo - Lizzy's Watchtower,Current WFH,Frontier PDO,Climate Classification,Average Handle Time,"4,012,902.07","53,268.00",0.75,0.9,1.0,lower is better,.,1,14.67,75.33,75.33,3,2023
404,2023APR,SEA,PHL - Antipolo - Lizzy's Watchtower,Current WFH,Frontier PDO,Climate Classification,Average Handle Time,"3,805,630.37","47,690.00",0.8,0.9,1.0,lower is better,.,1,10.2,79.80,79.80,4,2023
405,2023MAY,SEA,PHL - Antipolo - Lizzy's Watchtower,Current WFH,Frontier PDO,Climate Classification,Average Handle Time,"536,667.66","6,824.00",0.79,0.9,1.0,lower is better,.,1,11.36,78.64,78.64,5,2023
406,2023JAN,SEA,PHL - Antipolo - Lizzy's Watchtower,Current WFH,Frontier PDO,Climate Content,Accuracy,"5,035.00","5,035.00",1.0,0.9,1.0,higher is better,%,1,0.1,1.00,1.00,1,2023
407,2023JAN,SEA,PHL - Antipolo - Lizzy's Watchtower,Onsite,Frontier PDO,Climate Content,Accuracy,"1,117.00","1,117.00",1.0,0.9,1.0,higher is better,%,1,0.1,1.00,1.00,1,2023
408,2023FEB,SEA,PHL - Antipolo - Lizzy's Watchtower,Current WFH,Frontier PDO,Climate Content,Accuracy,"4,035.00","4,035.00",1.0,0.9,1.0,higher is better,%,1,0.1,1.00,1.00,2,2023
409,2023JAN,SEA,PHL - Antipolo - Lizzy's Watchtower,Current WFH,Frontier PDO,Climate Content,Average Handle Time,"2,573,583.29","34,961.00",0.74,0.9,1.0,lower is better,.,1,16.39,73.61,73.61,1,2023
410,2023JAN,SEA,PHL - Antipolo - Lizzy's Watchtower,Onsite,Frontier PDO,Climate Content,Average Handle Time,"778,182.39","10,073.00",0.77,0.9,1.0,lower is better,.,1,12.75,77.25,77.25,1,2023
411,2023FEB,SEA,PHL - Antipolo - Lizzy's Watchtower,Current WFH,Frontier PDO,Climate Content,Average Handle Time,"1,793,578.53","21,559.00",0.83,0.9,1.0,lower is better,.,1,6.81,83.19,83.19,2,2023
412,2023FEB,SEA,PHL - Antipolo - Lizzy's Watchtower,Onsite,Frontier PDO,Crisis Response,Average Handle Time,"612,276.22","14,805.00",0.41,0.66,1.0,lower is better,.,1,24.46,41.36,41.36,2,2023
413,2023APR,IN,IND - Indore City - Rangreza,Current WFH,Frontier PDO,Community Content,Average Handle Time,"9,833,462.32","101,131.00",0.97,0.8,0.0,lower is better,.,0,-17.23,97.23,97.23,4,2023
414,2023APR,NAM,USA - San Antonio - Cirrus,Current WFH,Frontier PDO,Convey Value,Accuracy,788.00,794.00,0.99,0.95,1.0,higher is better,%,1,0.04,0.99,0.99,4,2023
415,2023APR,NAM,USA - San Antonio - Cirrus,Onsite,Frontier PDO,Convey Value,Accuracy,788.00,791.00,1.0,0.95,1.0,higher is better,%,1,0.05,1.00,1.00,4,2023
416,2023MAY,NAM,USA - San Antonio - Cirrus,Current WFH,Frontier PDO,Convey Value,Accuracy,52.00,53.00,0.98,0.95,1.0,higher is better,%,1,0.03,0.98,0.98,5,2023
417,2023MAY,NAM,USA - San Antonio - Cirrus,Onsite,Frontier PDO,Convey Value,Accuracy,67.00,68.00,0.99,0.95,1.0,higher is better,%,1,0.04,0.99,0.99,5,2023
418,2023MAR,NAM,USA - San Antonio - Lizzy's Clubhouse,Current WFH,Frontier PDO,Convey Value,Average Handle Time,"1,310,502.09","38,059.00",0.34,0.36,1.0,lower is better,.,1,1.67,34.43,34.43,3,2023
419,2023MAR,NAM,USA - San Antonio - Lizzy's Clubhouse,Onsite,Frontier PDO,Convey Value,Average Handle Time,"1,241,246.09","38,112.00",0.33,0.36,1.0,lower is better,.,1,3.53,32.57,32.57,3,2023
420,2023APR,NAM,USA - San Antonio - Cirrus,Current WFH,Frontier PDO,Convey Value,Average Handle Time,"1,262,841.84","39,869.00",0.32,0.36,1.0,lower is better,.,1,4.43,31.67,31.67,4,2023
421,2023APR,NAM,USA - San Antonio - Cirrus,Onsite,Frontier PDO,Convey Value,Average Handle Time,"1,124,250.38","44,283.00",0.25,0.36,1.0,lower is better,.,1,10.71,25.39,25.39,4,2023
422,2023MAY,NAM,USA - San Antonio - Cirrus,Current WFH,Frontier PDO,Convey Value,Average Handle Time,"182,163.26","6,767.00",0.27,0.36,1.0,lower is better,.,1,9.18,26.92,26.92,5,2023
423,2023MAY,NAM,USA - San Antonio - Cirrus,Onsite,Frontier PDO,Convey Value,Average Handle Time,"217,630.67","10,214.00",0.21,0.36,1.0,lower is better,.,1,14.79,21.31,21.31,5,2023
424,2023JAN,SEA,PHL - Antipolo - Lizzy's Watchtower,Onsite,Frontier PDO,Crisis Response,Accuracy,202.00,207.00,0.98,0.9,1.0,higher is better,%,1,0.08,0.98,0.98,1,2023
425,2023FEB,SEA,PHL - Antipolo - Lizzy's Watchtower,Onsite,Frontier PDO,Crisis Response Local,Accuracy,760.00,781.00,0.97,0.9,1.0,higher is better,%,1,0.07,0.97,0.97,2,2023
426,2023MAR,SEA,PHL - Antipolo - Lizzy's Watchtower,Onsite,Frontier PDO,Crisis Response,Accuracy,4.00,4.00,1.0,0.9,1.0,higher is better,%,1,0.1,1.00,1.00,3,2023
427,2023APR,SEA,PHL - Antipolo - Lizzy's Watchtower,Onsite,Frontier PDO,Crisis Response,Accuracy,1.00,1.00,1.0,0.9,1.0,higher is better,%,1,0.1,1.00,1.00,4,2023
428,2023JAN,SEA,PHL - Antipolo - Lizzy's Watchtower,Current WFH,Frontier PDO,Crisis Response,Average Handle Time,"15,742.35",592.00,0.27,0.66,1.0,lower is better,.,1,39.23,26.59,26.59,1,2023
429,2023JAN,SEA,PHL - Antipolo - Lizzy's Watchtower,Onsite,Frontier PDO,Crisis Response,Average Handle Time,"362,023.30","8,194.00",0.44,0.66,1.0,lower is better,.,1,21.64,44.18,44.18,1,2023
430,2023FEB,SEA,PHL - Antipolo - Lizzy's Watchtower,Current WFH,Frontier PDO,Crisis Response,Average Handle Time,"24,009.03",521.00,0.46,0.66,1.0,lower is better,.,1,19.74,46.08,46.08,2,2023
431,2023FEB,SEA,PHL - Antipolo - Lizzy's Watchtower,Onsite,Frontier PDO,Crisis Response Local,Average Handle Time,"901,428.28","15,846.00",0.57,0.55,0.0,lower is better,.,0,-1.89,56.89,56.89,2,2023
432,2023MAR,SEA,PHL - Antipolo - Lizzy's Watchtower,Current WFH,Frontier PDO,Crisis Response,Average Handle Time,"22,801.11",648.00,0.35,0.55,1.0,lower is better,.,1,19.81,35.19,35.19,3,2023
433,2023MAR,SEA,PHL - Antipolo - Lizzy's Watchtower,Onsite,Frontier PDO,Crisis Response,Average Handle Time,"459,091.62","12,873.00",0.36,0.55,1.0,lower is better,.,1,19.34,35.66,35.66,3,2023
434,2023APR,SEA,PHL - Antipolo - Lizzy's Watchtower,Current WFH,Frontier PDO,Crisis Response,Average Handle Time,"14,350.50",479.00,0.3,0.55,1.0,lower is better,.,1,25.04,29.96,29.96,4,2023
435,2023APR,SEA,PHL - Antipolo - Lizzy's Watchtower,Onsite,Frontier PDO,Crisis Response,Average Handle Time,"299,115.35","8,461.00",0.35,0.55,1.0,lower is better,.,1,19.65,35.35,35.35,4,2023
436,2023MAY,SEA,PHL - Antipolo - Lizzy's Watchtower,Current WFH,Frontier PDO,Crisis Response,Average Handle Time,578.28,14.00,0.41,0.55,1.0,lower is better,.,1,13.69,41.31,41.31,5,2023
437,2023MAY,SEA,PHL - Antipolo - Lizzy's Watchtower,Onsite,Frontier PDO,Crisis Response,Average Handle Time,"68,263.04",640.00,1.07,0.55,0.0,lower is better,.,0,-51.66,106.66,106.66,5,2023
438,2023JAN,SEA,PHL - Antipolo - Lizzy's Watchtower,Onsite,Frontier PDO,Crisis Response Local,Accuracy,"1,120.00","1,170.00",0.96,0.9,1.0,higher is better,%,1,0.06,0.96,0.96,1,2023
439,2023FEB,SEA,PHL - Antipolo - Lizzy's Watchtower,Onsite,Frontier PDO,Health Ecosystem,Average Handle Time,"462,126.40","6,757.00",0.68,1.2,1.0,lower is better,.,1,51.61,68.39,68.39,2,2023
440,2023MAR,SEA,PHL - Antipolo - Lizzy's Watchtower,Onsite,Frontier PDO,Crisis Response Local,Accuracy,"2,090.00","2,126.00",0.98,0.9,1.0,higher is better,%,1,0.08,0.98,0.98,3,2023
441,2023APR,SEA,PHL - Antipolo - Lizzy's Watchtower,Onsite,Frontier PDO,Crisis Response Local,Accuracy,870.00,882.00,0.99,0.9,1.0,higher is better,%,1,0.09,0.99,0.99,4,2023
442,2023MAY,SEA,PHL - Antipolo - Lizzy's Watchtower,Onsite,Frontier PDO,Crisis Response Local,Accuracy,195.00,196.00,0.99,0.9,1.0,higher is better,%,1,0.09,0.99,0.99,5,2023
443,2023JAN,SEA,PHL - Antipolo - Lizzy's Watchtower,Onsite,Frontier PDO,Crisis Response Local,Average Handle Time,"1,261,662.26","25,840.00",0.49,0.55,1.0,lower is better,.,1,6.17,48.83,48.83,1,2023
444,2023FEB,SEA,PHL - Antipolo - Lizzy's Watchtower,Onsite,Frontier PDO,HG Vetting,Average Handle Time,"14,172.97",256.00,0.55,1.2,1.0,lower is better,.,1,64.64,55.36,55.36,2,2023
445,2023MAR,SEA,PHL - Antipolo - Lizzy's Watchtower,Onsite,Frontier PDO,Crisis Response Local,Average Handle Time,"857,190.11","16,774.00",0.51,0.55,1.0,lower is better,.,1,3.9,51.10,51.10,3,2023
446,2023APR,SEA,PHL - Antipolo - Lizzy's Watchtower,Onsite,Frontier PDO,Crisis Response Local,Average Handle Time,"831,570.17","14,933.00",0.56,0.55,0.0,lower is better,.,0,-0.69,55.69,55.69,4,2023
447,2023MAY,SEA,PHL - Antipolo - Lizzy's Watchtower,Onsite,Frontier PDO,Crisis Response Local,Average Handle Time,"72,218.13","1,130.00",0.64,0.55,0.0,lower is better,.,0,-8.91,63.91,63.91,5,2023
448,2023JAN,SEA,PHL - Antipolo - Lizzy's Watchtower,Current WFH,Frontier PDO,DIscovery Safety,Accuracy,"18,337.00","18,459.00",0.99,0.93,1.0,higher is better,%,1,0.06,0.99,0.99,1,2023
449,2023FEB,SEA,PHL - Antipolo - Lizzy's Watchtower,Current WFH,Frontier PDO,DIscovery Safety,Accuracy,"15,734.00","15,930.00",0.99,0.93,1.0,higher is better,%,1,0.06,0.99,0.99,2,2023
450,2023MAR,SEA,PHL - Antipolo - Lizzy's Watchtower,Current WFH,Frontier PDO,DIscovery Safety,Accuracy,"57,006.00","58,160.00",0.98,0.93,1.0,higher is better,%,1,0.05,0.98,0.98,3,2023
451,2023APR,SEA,PHL - Antipolo - Lizzy's Watchtower,Current WFH,Frontier PDO,DIscovery Safety,Accuracy,"31,708.00","32,299.00",0.98,0.93,1.0,higher is better,%,1,0.05,0.98,0.98,4,2023
452,2023MAY,SEA,PHL - Antipolo - Lizzy's Watchtower,Current WFH,Frontier PDO,DIscovery Safety,Accuracy,"6,919.00","7,068.00",0.98,0.93,1.0,higher is better,%,1,0.05,0.98,0.98,5,2023
453,2023JAN,SEA,PHL - Antipolo - Lizzy's Watchtower,Current WFH,Frontier PDO,DIscovery Safety,Average Handle Time,"12,931,485.77","377,877.00",0.34,0.3,0.0,lower is better,.,0,-4.22,34.22,34.22,1,2023
454,2023FEB,SEA,PHL - Antipolo - Lizzy's Watchtower,Current WFH,Frontier PDO,DIscovery Safety,Average Handle Time,"11,731,542.30","339,739.00",0.35,0.3,0.0,lower is better,.,0,-4.53,34.53,34.53,2,2023
455,2023MAR,SEA,PHL - Antipolo - Lizzy's Watchtower,Current WFH,Frontier PDO,DIscovery Safety,Average Handle Time,"12,954,270.75","476,777.00",0.27,0.3,1.0,lower is better,.,1,2.83,27.17,27.17,3,2023
456,2023APR,SEA,PHL - Antipolo - Lizzy's Watchtower,Current WFH,Frontier PDO,DIscovery Safety,Average Handle Time,"11,141,627.17","373,146.00",0.3,0.3,1.0,lower is better,.,1,0.14,29.86,29.86,4,2023
457,2023MAY,SEA,PHL - Antipolo - Lizzy's Watchtower,Current WFH,Frontier PDO,DIscovery Safety,Average Handle Time,"1,786,866.79","60,153.00",0.3,0.3,1.0,lower is better,.,1,0.29,29.71,29.71,5,2023
458,2023JAN,IN,IND - Indore City - Rangreza,Current WFH,Frontier PDO,EMG Video Golden,Accuracy,"77,922.00","11,360.00",6.86,0.9,1.0,higher is better,%,1,5.96,6.86,6.86,1,2023
459,2023FEB,IN,IND - Indore City - Rangreza,Current WFH,Frontier PDO,EMG Video Golden,Accuracy,"41,814.00",586.00,71.35,0.9,1.0,higher is better,%,1,70.45,71.35,71.35,2,2023
460,2023MAR,IN,IND - Indore City - Rangreza,Current WFH,Frontier PDO,EMG Video Golden,Accuracy,"96,228.00","1,004.00",95.84,0.9,1.0,higher is better,%,1,94.94,95.84,95.84,3,2023
461,2023APR,IN,IND - Indore City - Rangreza,Current WFH,Frontier PDO,EMG Video Golden,Accuracy,499.69,514.00,0.97,0.9,1.0,higher is better,%,1,0.07,0.97,0.97,4,2023
462,2023MAY,IN,IND - Indore City - Rangreza,Current WFH,Frontier PDO,EMG Video Golden,Accuracy,162.33,171.00,0.95,0.9,1.0,higher is better,%,1,0.05,0.95,0.95,5,2023
463,2023JAN,IN,IND - Indore City - Rangreza,Current WFH,Frontier PDO,EMG Video Golden,Average Handle Time,"21,471,391.74","334,931.00",0.64,0.3,0.0,lower is better,.,0,-34.11,64.11,64.11,1,2023
464,2023FEB,IN,IND - Indore City - Rangreza,Current WFH,Frontier PDO,EMG Video Golden,Average Handle Time,"23,535,840.58","250,619.00",0.94,6.0,1.0,lower is better,.,1,506.09,93.91,93.91,2,2023
465,2023MAR,IN,IND - Indore City - Rangreza,Current WFH,Frontier PDO,EMG Video Golden,Average Handle Time,"29,978,875.37","365,032.00",0.82,6.0,1.0,lower is better,.,1,517.87,82.13,82.13,3,2023
466,2023APR,IN,IND - Indore City - Rangreza,Current WFH,Frontier PDO,EMG Video Golden,Average Handle Time,"29,975,502.99","344,744.00",0.87,6.0,1.0,lower is better,.,1,513.05,86.95,86.95,4,2023
467,2023MAY,IN,IND - Indore City - Rangreza,Current WFH,Frontier PDO,EMG Video Golden,Average Handle Time,"2,732,392.92","39,743.00",0.69,6.0,1.0,lower is better,.,1,531.25,68.75,68.75,5,2023
468,2023JAN,IN,IND - Indore City - Rangreza,Current WFH,Frontier PDO,ERR,Accuracy,"51,704.00","52,140.00",0.99,0.9,1.0,higher is better,%,1,0.09,0.99,0.99,1,2023
469,2023JAN,IN,IND - Indore City - Rangreza,Onsite,Frontier PDO,ERR,Accuracy,545.00,546.00,1.0,0.9,1.0,higher is better,%,1,0.1,1.00,1.00,1,2023
470,2023JAN,IN,IND - Indore City - Rangreza,Unknown,Frontier PDO,ERR,Accuracy,287.00,287.00,1.0,0.9,1.0,higher is better,%,1,0.1,1.00,1.00,1,2023
471,2023FEB,IN,IND - Indore City - Rangreza,Current WFH,Frontier PDO,ERR,Accuracy,"41,803.00","42,146.00",0.99,0.9,1.0,higher is better,%,1,0.09,0.99,0.99,2,2023
472,2023FEB,SEA,PHL - Antipolo - Lizzy's Watchtower,Unknown,Frontier PDO,IG Content Monetization Program,Accuracy,45.00,45.00,1.0,0.95,1.0,higher is better,%,1,0.05,1.00,1.00,2,2023
473,2023FEB,SEA,PHL - Antipolo - Lizzy's Watchtower,Unknown,Frontier PDO,IG Content Monetization Program,Average Handle Time,"689,868.31","9,456.00",0.73,1.8,1.0,lower is better,.,1,107.04,72.96,72.96,2,2023
474,2023MAR,IN,IND - Indore City - Rangreza,Current WFH,Frontier PDO,ERR,Accuracy,"34,766.00","35,164.00",0.99,0.9,1.0,higher is better,%,1,0.09,0.99,0.99,3,2023
475,2023MAR,IN,IND - Indore City - Rangreza,Unknown,Frontier PDO,ERR,Accuracy,144.00,144.00,1.0,0.9,1.0,higher is better,%,1,0.1,1.00,1.00,3,2023
476,2023JAN,IN,IND - Indore City - Rangreza,Current WFH,Frontier PDO,ERR,Average Handle Time,"45,127,895.02","1,180,332.00",0.38,0.45,1.0,lower is better,.,1,6.77,38.23,38.23,1,2023
477,2023FEB,IN,IND - Indore City - Rangreza,Current WFH,Frontier PDO,ERR,Average Handle Time,"39,792,981.96","1,026,192.00",0.39,0.45,1.0,lower is better,.,1,6.22,38.78,38.78,2,2023
478,2023MAR,IN,IND - Indore City - Rangreza,Current WFH,Frontier PDO,ERR,Average Handle Time,"26,501,729.96","646,200.00",0.41,0.45,1.0,lower is better,.,1,3.99,41.01,41.01,3,2023
479,2023FEB,IN,IND - Indore City - Rangreza,Current WFH,Frontier PDO,Face Express,Accuracy,652.02,662.00,0.98,0.9,1.0,higher is better,%,1,0.08,0.98,0.98,2,2023
480,2023MAR,IN,IND - Indore City - Rangreza,Current WFH,Frontier PDO,Face Express,Accuracy,"1,896.68","1,916.00",0.99,0.9,1.0,higher is better,%,1,0.09,0.99,0.99,3,2023
481,2023MAR,IN,IND - Indore City - Rangreza,Unknown,Frontier PDO,Face Express,Accuracy,2.00,2.00,1.0,0.9,1.0,higher is better,%,1,0.1,1.00,1.00,3,2023
482,2023APR,IN,IND - Indore City - Rangreza,Current WFH,Frontier PDO,Face Express,Accuracy,"1,265.13","1,276.00",0.99,0.9,1.0,higher is better,%,1,0.09,0.99,0.99,4,2023
483,2023MAY,IN,IND - Indore City - Rangreza,Current WFH,Frontier PDO,Face Express,Accuracy,298.73,300.00,1.0,0.9,1.0,higher is better,%,1,0.1,1.00,1.00,5,2023
484,2023FEB,IN,IND - Indore City - Rangreza,Current WFH,Frontier PDO,Face Express,Average Handle Time,"25,553,934.86","88,873.00",2.88,3.0,1.0,lower is better,.,1,12.47,287.53,287.53,2,2023
485,2023MAR,IN,IND - Indore City - Rangreza,Current WFH,Frontier PDO,Face Express,Average Handle Time,"31,381,505.45","109,673.00",2.86,3.0,1.0,lower is better,.,1,13.86,286.14,286.14,3,2023
486,2023APR,IN,IND - Indore City - Rangreza,Current WFH,Frontier PDO,Face Express,Average Handle Time,"28,142,077.57","440,473.00",0.64,3.0,1.0,lower is better,.,1,236.11,63.89,63.89,4,2023
487,2023MAY,IN,IND - Indore City - Rangreza,Current WFH,Frontier PDO,Face Express,Average Handle Time,"3,314,900.53","98,995.00",0.33,3.0,1.0,lower is better,.,1,266.51,33.49,33.49,5,2023
488,2023JAN,IN,IND - Indore City - Rangreza,Current WFH,Frontier PDO,Face Tracking,Accuracy,"69,091.53","69,865.00",0.99,0.93,1.0,higher is better,%,1,0.06,0.99,0.99,1,2023
489,2023JAN,IN,IND - Indore City - Rangreza,Unknown,Frontier PDO,Face Tracking,Accuracy,1.00,102.00,0.01,0.93,0.0,higher is better,%,0,-0.92,0.01,0.01,1,2023
490,2023JAN,IN,IND - Indore City - Rangreza,Current WFH,Frontier PDO,Face Tracking,Average Handle Time,"19,193,167.36","18,369.00",10.45,21.0,1.0,lower is better,.,1,1055.13,"1,044.87","1,044.87",1,2023
491,2023JAN,IN,IND - Indore City - Rangreza,Unknown,Frontier PDO,Face Tracking,Average Handle Time,"1,007,947.62","8,498.00",1.19,21.0,1.0,lower is better,.,1,1981.39,118.61,118.61,1,2023
492,2023MAR,SEA,PHL - Antipolo - Lizzy's Watchtower,Current WFH,Frontier PDO,FB FoA,Accuracy,"7,230.00","7,864.00",0.92,0.9,1.0,higher is better,%,1,0.02,0.92,0.92,3,2023
493,2023MAR,SEA,PHL - Antipolo - Lizzy's Watchtower,Onsite,Frontier PDO,FB FoA,Accuracy,"5,024.00","5,524.00",0.91,0.9,1.0,higher is better,%,1,0.01,0.91,0.91,3,2023
494,2023MAR,SEA,PHL - Antipolo - Lizzy's Watchtower,Permanent WFH,Frontier PDO,FB FoA,Accuracy,576.00,682.00,0.84,0.9,0.0,higher is better,%,0,-0.06,0.84,0.84,3,2023
495,2023APR,SEA,PHL - Antipolo - Lizzy's Watchtower,Current WFH,Frontier PDO,FB FoA,Accuracy,"3,002.00","3,349.00",0.9,0.9,0.0,higher is better,%,0,-0.0,0.90,0.90,4,2023
496,2023APR,SEA,PHL - Antipolo - Lizzy's Watchtower,Onsite,Frontier PDO,FB FoA,Accuracy,919.00,"1,008.00",0.91,0.9,1.0,higher is better,%,1,0.01,0.91,0.91,4,2023
497,2023APR,SEA,PHL - Antipolo - Lizzy's Watchtower,Permanent WFH,Frontier PDO,FB FoA,Accuracy,153.00,177.00,0.86,0.9,0.0,higher is better,%,0,-0.04,0.86,0.86,4,2023
498,2023MAY,SEA,PHL - Antipolo - Lizzy's Watchtower,Current WFH,Frontier PDO,FB FoA,Accuracy,470.00,514.00,0.91,0.9,1.0,higher is better,%,1,0.01,0.91,0.91,5,2023
499,2023MAY,SEA,PHL - Antipolo - Lizzy's Watchtower,Onsite,Frontier PDO,FB FoA,Accuracy,101.00,108.00,0.94,0.9,1.0,higher is better,%,1,0.04,0.94,0.94,5,2023
500,2023MAY,SEA,PHL - Antipolo - Lizzy's Watchtower,Permanent WFH,Frontier PDO,FB FoA,Accuracy,2.00,3.00,0.67,0.9,0.0,higher is better,%,0,-0.23,0.67,0.67,5,2023
501,2023MAR,SEA,PHL - Antipolo - Lizzy's Watchtower,Current WFH,Frontier PDO,FB FoA,Average Handle Time,"8,721,840.30","80,380.00",1.09,1.12,1.0,lower is better,.,1,3.49,108.51,108.51,3,2023
502,2023MAR,SEA,PHL - Antipolo - Lizzy's Watchtower,Onsite,Frontier PDO,FB FoA,Average Handle Time,"5,464,810.69","56,633.00",0.96,1.12,1.0,lower is better,.,1,15.5,96.50,96.50,3,2023
503,2023MAR,SEA,PHL - Antipolo - Lizzy's Watchtower,Permanent WFH,Frontier PDO,FB FoA,Average Handle Time,"566,971.81","7,068.00",0.8,1.12,1.0,lower is better,.,1,31.78,80.22,80.22,3,2023
504,2023APR,SEA,PHL - Antipolo - Lizzy's Watchtower,Current WFH,Frontier PDO,FB FoA,Average Handle Time,"13,571,285.78","76,658.00",1.77,1.12,0.0,lower is better,.,0,-65.04,177.04,177.04,4,2023
